Fri Jan  7 22:05:01 2022    output.dat

         9052155 function calls (8694985 primitive calls) in 48.670 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.002    0.001 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:2968(_open_core)
      573    0.000    0.000    0.000    0.000 {function CommentedMap.__contains__ at 0x000001D6FBFB45E0}
       10    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\main.py:983(warn_deprecation)
        2    0.000    0.000    0.000    0.000 {exists}
        1    0.000    0.000    0.000    0.000 {built-in method setModel}
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:514(fetch_flow_collection_start)
        4    0.000    0.000    0.000    0.000 {built-in method statusBar}
        1    0.000    0.000    0.000    0.000 {built-in method setSuffix}
       25    0.000    0.000    0.000    0.000 {built-in method data}
      586    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      194    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:435(add_indent)
       16    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\shutil.py:1334(get_terminal_size)
        5    0.000    0.000    0.000    0.000 {function ToolBar.addAction at 0x000001D6FC0B2C20}
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:180(findItemByShape)
        3    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1219(addLabel)
        8    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1248(_get_rgb_by_label)
      194    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:270(check_mapping_key)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:105(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:913(toolbar)
        4    0.000    0.000    0.024    0.006 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\utils\image.py:11(img_data_to_pil)
       18    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:1710(write_comment)
      568    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       39    0.000    0.000    0.000    0.000 {built-in method setIconText}
       22    0.000    0.000    0.000    0.000 {built-in method indexes}
      159    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1446(debug)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:1418(write_double_quoted)
      121    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:761(_ensure_read)
        1    0.000    0.000    0.002    0.002 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:177(write_and_convert)
       64    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:542(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\brightness_contrast_dialog.py:146(_create_checkbox)
     10/5    0.000    0.000    0.012    0.002 <frozen importlib._bootstrap>:1022(_find_and_load)
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:71(__init__)
       41    0.000    0.000    0.000    0.000 {built-in method accept}
      404    0.000    0.000    0.000    0.000 {function MutableSliceableSequence.__getitem__ at 0x000001D6FBEFBD00}
       10    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       55    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\os.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        5    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:126(insertPoint)
      105    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:272(represent_int)
        4    0.000    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:1083(_seek)
       11    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:482(__init__)
     48/4    0.000    0.000    0.006    0.001 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:1564(construct_yaml_map)
        1    0.000    0.000    0.000    0.000 {built-in method addItems}
      160    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1715(isEnabledFor)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:463(normpath)
       72    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:482(tag)
       97    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      164    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      230    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:249(match)
       28    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:589(deSelectShape)
      194    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:262(add_kv_line_col)
      131    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffTags.py:36(lookup)
       48    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:1572(set_collection_style)
      9/1    0.000    0.000  114.333  114.333 {built-in method builtins.exec}
      389    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method scrollTo}
       48    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:1554(construct_yaml_seq)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:809(keyPressEvent)
       83    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:813(get)
        4    0.000    0.000    0.014    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:2903(open)
        7    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:823(keyReleaseEvent)
      345    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      159    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:789(merge_comments)
       94    0.000    0.000    0.005    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:346(parse_flow_node)
       12    0.000    0.000    0.004    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:155(enterEvent)
       41    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:249(_compile_charset)
       32    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\genericpath.py:16(exists)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:3392(load_from_fp)
        7    0.000    0.000    0.000    0.000 {built-in method setText}
      169    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:172(append)
      226    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:160(__len__)
        6    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:176(selectItem)
       60    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\nodes.py:121(__init__)
       42    0.000    0.000    0.000    0.000 {built-in method setToolTip}
       12    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:158(leaveEvent)
     14/4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     36/3    0.000    0.000    0.010    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:1020(represent_dict)
      123    0.000    0.000    0.000    0.000 {built-in method setTop}
        2    0.000    0.000    0.309    0.155 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1994(_saveFile)
        7    0.000    0.000    0.000    0.000 {built-in method boundingRect}
      123    0.000    0.000    0.000    0.000 {built-in method column}
       36    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:512(expect_first_flow_sequence_item)
       33    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       94    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:460(_yaml_set_idx_line_col)
        3    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:982(setClean)
      199    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      389    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.005    0.002 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:137(validate)
       29    0.000    0.000    0.000    0.000 {built-in method isNull}
        2    0.000    0.000    0.000    0.000 {built-in method setItemDelegate}
       13    0.000    0.000    0.000    0.000 {built-in method text}
        3    0.000    0.000    0.074    0.025 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1382(save_config_modifications)
        3    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\gettext.py:542(find)
        3    0.000    0.000    0.000    0.000 {built-in method setFocus}
      299    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1390(_get_spec)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1529(_get_optional_kwargs)
        9    0.000    0.000    0.005    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:759(compile)
      106    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:111(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1325(format_shape)
        4    0.000    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:1037(_open)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1114(validateLabel)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       72    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:471(yaml_anchor)
       25    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:87(shape)
      125    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:286(tell)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowFlags}
        3    0.000    0.000    0.000    0.000 {built-in method showMessage}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
      285    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       24    0.000    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:590(parse_block_mapping_first_key)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
     10/5    0.000    0.000    0.011    0.002 <frozen importlib._bootstrap>:664(_load_unlocked)
       24    0.000    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:665(parse_flow_sequence_first_entry)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:1041(__contains__)
       54    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:464(construct_yaml_bool)
